 ell ,  cell_SW ,  cell_ISW ,  cell_DOP , cell_POL , 
1956 , 136.94 , 0.0790541 , 25.7567 , 13.484 , 
1957 , 137.324 , 0.0791102 , 25.6982 , 13.4405 , 
1958 , 137.697 , 0.079165 , 25.6413 , 13.3964 , 
1959 , 138.059 , 0.0792185 , 25.586 , 13.3518 , 
1960 , 138.409 , 0.0792706 , 25.5322 , 13.3066 , 
1961 , 138.749 , 0.0793214 , 25.4799 , 13.2607 , 
1962 , 139.079 , 0.079371 , 25.429 , 13.2144 , 
1963 , 139.398 , 0.0794194 , 25.3795 , 13.1675 , 
1964 , 139.707 , 0.0794666 , 25.3314 , 13.12 , 
1965 , 140.007 , 0.0795126 , 25.2846 , 13.072 , 
1966 , 140.297 , 0.0795575 , 25.2392 , 13.0235 , 
1967 , 140.578 , 0.0796012 , 25.195 , 12.9745 , 
1968 , 140.85 , 0.0796439 , 25.152 , 12.925 , 
1969 , 141.113 , 0.0796855 , 25.1102 , 12.875 , 
1970 , 141.367 , 0.0797261 , 25.0695 , 12.8245 , 
1971 , 141.614 , 0.0797657 , 25.03 , 12.7736 , 
1972 , 141.853 , 0.0798043 , 24.9915 , 12.7222 , 
1973 , 142.083 , 0.079842 , 24.9541 , 12.6703 , 
1974 , 142.307 , 0.0798787 , 24.9177 , 12.618 , 
1975 , 142.523 , 0.0799146 , 24.8822 , 12.5653 , 
1976 , 142.733 , 0.0799496 , 24.8477 , 12.5122 , 
1977 , 142.936 , 0.0799839 , 24.8141 , 12.4587 , 
1978 , 143.132 , 0.0800173 , 24.7813 , 12.4047 , 
1979 , 143.322 , 0.0800499 , 24.7493 , 12.3504 , 
1980 , 143.507 , 0.0800818 , 24.718 , 12.2957 , 
1981 , 143.686 , 0.0801131 , 24.6876 , 12.2407 , 
1982 , 143.859 , 0.0801436 , 24.6578 , 12.1853 , 
1983 , 144.028 , 0.0801735 , 24.6286 , 12.1295 , 
1984 , 144.192 , 0.0802028 , 24.6001 , 12.0735 , 
1985 , 144.351 , 0.0802315 , 24.5721 , 12.0171 , 
1986 , 144.506 , 0.0802597 , 24.5447 , 11.9604 , 
1987 , 144.657 , 0.0802873 , 24.5177 , 11.9034 , 
1988 , 144.805 , 0.0803144 , 24.4912 , 11.8461 , 
1989 , 144.949 , 0.0803411 , 24.4652 , 11.7885 , 
1990 , 145.09 , 0.0803674 , 24.4395 , 11.7307 , 
1991 , 145.228 , 0.0803933 , 24.4141 , 11.6726 , 
1992 , 145.364 , 0.0804188 , 24.389 , 11.6143 , 
1993 , 145.497 , 0.0804439 , 24.3642 , 11.5558 , 
1994 , 145.629 , 0.0804688 , 24.3396 , 11.497 , 
1995 , 145.759 , 0.0804934 , 24.3151 , 11.4381 , 
1996 , 145.887 , 0.0805178 , 24.2908 , 11.3789 , 
1997 , 146.014 , 0.080542 , 24.2665 , 11.3196 , 
1998 , 146.14 , 0.080566 , 24.2423 , 11.2601 , 
1999 , 146.266 , 0.0805898 , 24.2181 , 11.2004 , 
2000 , 146.392 , 0.0806136 , 24.1939 , 11.1406 , 
