k , T_6  , T_100 , T_200 , T_500 , T_1000 , 
742.027 , -0.000440637 , 0.000299846 , -0.000763315 , 0.000610456 , 0 , 
742.673 , -7.53625e-05 , -0.000176196 , -0.000557297 , 0.000840649 , 0 , 
743.319 , 0.000400573 , -0.000570793 , -0.000145693 , 0.000893052 , 0 , 
743.966 , 0.00079918 , -0.000731577 , 0.000320637 , 0.000756375 , 0 , 
744.614 , 0.000963228 , -0.000596947 , 0.000670914 , 0.000459444 , 0 , 
745.262 , 0.000828427 , -0.000220051 , 0.000777027 , 6.53586e-05 , 0 , 
745.911 , 0.000448919 , 0.00025183 , 0.000600644 , -0.000341737 , 0 , 
746.56 , -2.41454e-05 , 0.000634585 , 0.000207408 , -0.000674552 , 0 , 
747.21 , -0.000402634 , 0.000779102 , -0.00025713 , -0.000861412 , 0 , 
747.86 , -0.00053632 , 0.000629587 , -0.000621197 , -0.000861852 , 0 , 
748.511 , -0.0003728 , 0.00024545 , -0.000750333 , -0.000675616 , 0 , 
749.162 , 2.15242e-05 , -0.000221917 , -0.000597287 , -0.000343008 , 0 , 
749.815 , 0.000487978 , -0.0005886 , -0.000219669 , 6.35947e-05 , 0 , 
750.467 , 0.000839188 , -0.00071055 , 0.000241385 , 0.000455344 , 0 , 
751.12 , 0.000934315 , -0.00054042 , 0.000613738 , 0.000746295 , 0 , 
751.774 , 0.000735739 , -0.000146329 , 0.000758533 , 0.000872349 , 0 , 
752.429 , 0.000324244 , 0.000315047 , 0.000622188 , 0.000805564 , 0 , 
753.083 , -0.000133536 , 0.000660542 , 0.000256585 , 0.000560608 , 0 , 
753.739 , -0.000452483 , 0.000753255 , -0.000200304 , 0.000191799 , 0 , 
754.395 , -0.00050397 , 0.000557037 , -0.000576268 , -0.000218727 , 0 , 
755.052 , -0.00026809 , 0.000150969 , -0.00072975 , -0.000579195 , 0 , 
755.709 , 0.000158212 , -0.000302164 , -0.000603373 , -0.000808716 , 0 , 
756.367 , 0.000600583 , -0.000620951 , -0.000245729 , -0.000855571 , 0 , 
757.025 , 0.000878348 , -0.000678047 , 0.000206919 , -0.000709096 , 0 , 
757.684 , 0.000878356 , -0.000451337 , 0.000582333 , -0.000402382 , 0 , 
758.343 , 0.000601307 , -3.28717e-05 , 0.000737809 , -5.04392e-06 , 0 , 
759.004 , 0.000161531 , 0.000408144 , 0.000614648 , 0.000392392 , 0 , 
759.664 , -0.000259953 , 0.000693614 , 0.000260665 , 0.000699057 , 0 , 
760.325 , -0.000489893 , 0.00070855 , -0.00018801 , 0.000844582 , 0 , 
760.987 , -0.000434241 , 0.000447699 , -0.000559036 , 0.000795436 , 0 , 
761.65 , -0.00011701 , 1.77233e-05 , -0.000710053 , 0.000562906 , 0 , 
762.313 , 0.000329604 , -0.00040609 , -0.00058351 , 0.000200785 , 0 , 
762.976 , 0.000719956 , -0.000651176 , -0.000228968 , -0.000206847 , 0 , 
763.64 , 0.000892005 , -0.000618084 , 0.000215955 , -0.000565021 , 0 , 
764.305 , 0.000774705 , -0.000321175 , 0.000578756 , -0.000790013 , 0 , 
764.97 , 0.000417647 , 0.000117191 , 0.000718924 , -0.000829049 , 0 , 
765.636 , -2.95862e-05 , 0.00051678 , 0.000582569 , -0.00067292 , 0 , 
766.302 , -0.0003799 , 0.0007135 , 0.000223518 , -0.000358441 , 0 , 
766.969 , -0.000487024 , 0.000626943 , -0.000217586 , 3.99775e-05 , 0 , 
767.637 , -0.000306892 , 0.000293604 , -0.000568132 , 0.000427753 , 0 , 
768.305 , 8.3781e-05 , -0.000148116 , -0.000691103 , 0.000712539 , 0 , 
768.974 , 0.00051974 , -0.000515122 , -0.000538843 , 0.000826297 , 0 , 
769.643 , 0.000816827 , -0.000655491 , -0.000171917 , 0.000741768 , 0 , 
770.313 , 0.00084977 , -0.000511579 , 0.00026464 , 0.000479271 , 0 , 
770.984 , 0.000605229 , -0.000144076 , 0.000598417 , 0.000102103 , 0 , 
771.655 , 0.000187525 , 0.000293204 , 0.000697749 , -0.000298508 , 0 , 
772.326 , -0.000225603 , 0.000617466 , 0.000523887 , -0.000625367 , 0 , 
772.999 , -0.000458559 , 0.000693378 , 0.000146499 , -0.000798939 , 0 , 
773.671 , -0.00041272 , 0.000489788 , -0.000283903 , -0.000776866 , 0 , 
774.345 , -0.000108596 , 9.29061e-05 , -0.000595791 , -0.000564578 , 0 , 
775.019 , 0.000322865 , -0.000329867 , -0.000665018 , -0.000214242 , 0 , 
775.693 , 0.000696293 , -0.000600373 , -0.000464507 , 0.00018781 , 0 , 
776.369 , 0.000851412 , -0.000604876 , -7.52189e-05 , 0.000542215 , 0 , 
777.044 , 0.000721954 , -0.000342181 , 0.000346198 , 0.00076113 , 0 , 
777.721 , 0.000364279 , 7.57391e-05 , 0.000630266 , 0.000790158 , 0 , 
778.398 , -6.68562e-05 , 0.000471157 , 0.000662896 , 0.000622097 , 0 , 
779.075 , -0.000385083 , 0.000676051 , 0.000431517 , 0.000299038 , 0 , 
779.753 , -0.000453077 , 0.000603644 , 3.02721e-05 , -9.79193e-05 , 0 , 
780.432 , -0.000242159 , 0.000285505 , -0.000377944 , -0.000468849 , 0 , 
781.111 , 0.000155159 , -0.000141836 , -0.00062748 , -0.00072012 , 0 , 
781.791 , 0.000565319 , -0.000495201 , -0.000617254 , -0.000788142 , 0 , 
782.472 , 0.000809298 , -0.000623257 , -0.000352011 , -0.000655696 , 0 , 
783.153 , 0.000780773 , -0.000471544 , 5.94569e-05 , -0.000356584 , 0 , 
783.834 , 0.000492723 , -0.000106032 , 0.000448619 , 3.27102e-05 , 0 , 
784.517 , 7.18425e-05 , 0.000315196 , 0.000656132 , 0.000412385 , 0 , 
785.2 , -0.000296941 , 0.000610083 , 0.000597237 , 0.000684846 , 0 , 
785.883 , -0.000451719 , 0.000651318 , 0.000296691 , 0.000779879 , 0 , 
786.567 , -0.00032496 , 0.000421584 , -0.00012122 , 0.000672975 , 0 , 
787.252 , 2.65975e-05 , 2.11973e-05 , -0.000483816 , 0.000391934 , 0 , 
787.937 , 0.000446859 , -0.000375344 , -0.000641315 , 9.94267e-06 , 0 , 
788.623 , 0.000749384 , -0.000595289 , -0.000528887 , -0.000373283 , 0 , 
789.309 , 0.000800048 , -0.000543027 , -0.000193713 , -0.000657443 , 0 , 
789.996 , 0.000576686 , -0.000241975 , 0.000224449 , -0.00076798 , 0 , 
790.684 , 0.000179137 , 0.000175481 , 0.00055128 , -0.000675862 , 0 , 
791.372 , -0.000215122 , 0.000525916 , 0.000650565 , -0.000405495 , 0 , 
792.061 , -0.000430138 , 0.000655411 , 0.000481212 , -2.85621e-05 , 0 , 
792.75 , -0.000370199 , 0.000507338 , 0.000114613 , 0.000354761 , 0 , 
793.44 , -6.28681e-05 , 0.000147518 , -0.000295069 , 0.00064234 , 0 , 
794.131 , 0.000353226 , -0.000264685 , -0.000575544 , 0.000757364 , 0 , 
794.822 , 0.000690539 , -0.000546723 , -0.000608909 , 0.000669077 , 0 , 
795.514 , 0.000797039 , -0.000573761 , -0.000381479 , 0.000401295 , 0 , 
796.206 , 0.000624887 , -0.000334242 , 1.0188e-05 , 2.6291e-05 , 0 , 
796.9 , 0.000252224 , 6.47953e-05 , 0.000399971 , -0.000354489 , 0 , 
797.593 , -0.000151986 , 0.00044519 , 0.000622496 , -0.000637777 , 0 , 
798.287 , -0.000404448 , 0.000637076 , 0.000583412 , -0.000746556 , 0 , 
798.982 , -0.000390807 , 0.000554877 , 0.00029973 , -0.000651224 , -0 , 
799.678 , -0.000117829 , 0.00023581 , -0.000107187 , -0.000377948 , -4.94066e-324 , 
800.374 , 0.000289444 , -0.000176564 , -0.000463251 , -1.78654e-06 , 1.97626e-323 , 
801.07 , 0.00064459 , -0.000496686 , -0.000616062 , 0.000373697 , 1.65957e-320 , 
801.768 , 0.00078498 , -0.000580477 , -0.000500318 , 0.000644867 , -7.22329e-319 , 
802.466 , 0.000646373 , -0.000390441 , -0.00016609 , 0.000736702 , 9.56714e-318 , 
803.164 , 0.000292606 , -1.28373e-05 , 0.000242457 , 0.000623773 , 1.8311e-316 , 
803.863 , -0.000113471 , 0.000381089 , 0.000549001 , 0.000337604 , -3.91598e-315 , 
804.563 , -0.000384824 , 0.000612593 , 0.000621169 , -4.18308e-05 , -7.45319e-313 , 
805.263 , -0.000396502 , 0.000576633 , 0.000427959 , -0.000408235 , 3.697e-311 , 
805.964 , -0.000143532 , 0.000289836 , 5.34297e-05 , -0.000658706 , -2.00019e-310 , 
806.666 , 0.000256496 , -0.000116778 , -0.000339502 , -0.000722731 , -2.73258e-308 , 
807.368 , 0.000617684 , -0.000457364 , -0.000579768 , -0.000582291 , 8.58458e-307 , 
808.07 , 0.000772037 , -0.000576133 , -0.000562706 , -0.000277239 , 1.2688e-305 , 
808.774 , 0.000647723 , -0.000418849 , -0.000295988 , 0.000105695 , -1.48277e-303 , 
809.478 , 0.000302784 , -5.79697e-05 , 0.000103446 , 0.000457372 , -9.29461e-303 , 
810.182 , -0.000101619 , 0.000340329 , 0.000460335 , 0.00067731 , 3.13259e-300 , 
810.888 , -0.00037636 , 0.000592473 , 0.000617918 , 0.000702518 , -9.83664e-299 , 
811.593 , -0.000392888 , 0.000582151 , 0.00050696 , 0.000525808 , 6.64262e-298 , 
812.3 , -0.00014375 , 0.000314278 , 0.000176541 , 0.000198172 , 5.61834e-296 , 
813.007 , 0.000253578 , -8.69479e-05 , -0.000227272 , -0.000185647 , -3.95779e-295 , 
813.714 , 0.000611671 , -0.000435307 , -0.000525745 , -0.000514373 , -1.88463e-292 , 
814.423 , 0.0007614 , -0.000568928 , -0.000586607 , -0.00069246 , 7.47172e-291 , 
815.132 , 0.00063192 , -0.000425703 , -0.000382928 , -0.000668028 , 1.38785e-290 , 
815.841 , 0.000284494 , -7.25474e-05 , -5.42923e-06 , -0.000448268 , -6.75225e-288 , 
816.551 , -0.000116169 , 0.000325474 , 0.00037757 , -9.76502e-05 , 1.50566e-286 , 
817.262 , -0.000379836 , 0.000582063 , 0.00059504 , 0.00028071 , 4.53781e-285 , 
817.973 , -0.000381194 , 0.000576945 , 0.000549731 , 0.000575248 , -3.95837e-283 , 
818.685 , -0.000119787 , 0.00031255 , 0.00026199 , 0.000698887 , -3.90512e-282 , 
819.398 , 0.00027937 , -8.6732e-05 , -0.000138962 , 0.000614997 , 9.48049e-280 , 
820.111 , 0.000625187 , -0.000432769 , -0.000472785 , 0.000348551 , -2.59818e-278 , 
820.825 , 0.000751817 , -0.000562245 , -0.000589069 , -2.09755e-05 , 3.71175e-278 , 
821.539 , 0.000598325 , -0.000413951 , -0.000435329 , -0.000383071 , 1.87576e-275 , 
822.255 , 0.000238319 , -5.81101e-05 , -8.10684e-05 , -0.000629154 , -2.50069e-274 , 
822.97 , -0.000155009 , 0.000336465 , 0.000313242 , -0.000685232 , -5.24306e-272 , 
823.687 , -0.00039209 , 0.000582249 , 0.000568659 , -0.000534406 , 2.41429e-270 , 
824.403 , -0.000358479 , 0.000562183 , 0.00056903 , -0.000222292 , 2.5012e-269 , 
825.121 , -7.05232e-05 , 0.000285753 , 0.00031413 , 0.000156459 , -3.6249e-267 , 
825.839 , 0.000332116 , -0.000115105 , -7.9816e-05 , 0.000486677 , 7.74265e-266 , 
826.558 , 0.000653808 , -0.000448654 , -0.000432791 , 0.000667663 , 9.95437e-265 , 
827.278 , 0.000737888 , -0.000555017 , -0.000583156 , 0.000644072 , -1.23917e-262 , 
827.998 , 0.000543117 , -0.000383038 , -0.000461854 , 0.000423122 , -8.66385e-263 , 
828.718 , 0.000164245 , -1.52953e-05 , -0.000124502 , 7.27356e-05 , 4.11795e-259 , 
829.44 , -0.000213773 , 0.000371147 , 0.000273703 , -0.000299064 , -1.50849e-257 , 
830.162 , -0.000405995 , 0.000589812 , 0.000549159 , -0.000577324 , -6.9825e-257 , 
830.884 , -0.000318169 , 0.000534876 , 0.000574532 , -0.000675758 , 1.43732e-254 , 
831.607 , 6.60393e-06 , 0.000232729 , 0.000337922 , -0.000563735 , -2.72932e-253 , 
832.331 , 0.000408534 , -0.000170299 , -5.11559e-05 , -0.000276135 , -1.13221e-251 , 
833.056 , 0.00068941 , -0.000478514 , -0.000412108 , 9.71737e-05 , 1.01378e-249 , 
833.781 , 0.000710293 , -0.000541872 , -0.000576975 , 0.000439192 , 2.00178e-250 , 
834.507 , 0.000460468 , -0.000329293 , -0.00046876 , 0.000642406 , -2.83345e-246 , 
835.233 , 6.3278e-05 , 5.56679e-05 , -0.00013776 , 0.000642726 , 8.61002e-245 , 
835.96 , -0.000284498 , 0.000424883 , 0.000261394 , 0.000439989 , 4.64006e-244 , 
836.688 , -0.000410123 , 0.000597449 , 0.000541739 , 9.83782e-05 , -7.8824e-242 , 
837.416 , -0.000250973 , 0.000488463 , 0.000571568 , -0.000273602 , 1.45079e-240 , 
838.145 , 0.000113759 , 0.00015117 , 0.000336598 , -0.000557436 , 1.28335e-238 , 
838.874 , 0.000501989 , -0.000248633 , -5.27685e-05 , -0.000662401 , -9.18552e-237 , 
839.604 , 0.00071937 , -0.000513863 , -0.000412973 , -0.000554793 , -1.07392e-236 , 
840.335 , 0.000656605 , -0.000513346 , -0.000573718 , -0.000269082 , 2.40938e-233 , 
841.067 , 0.000344693 , -0.000247026 , -0.000458661 , 0.000102784 , -7.53843e-232 , 
841.799 , -6.0034e-05 , 0.000153419 , -0.00012206 , 0.000440745 , -4.70684e-231 , 
842.532 , -0.000354053 , 0.000489347 , 0.000276409 , 0.000635336 , 7.54895e-229 , 
843.265 , -0.000389066 , 0.0005936 , 0.000547143 , 0.000623291 , -1.98778e-227 , 
843.999 , -0.000147176 , 0.000413917 , 0.000560879 , 0.000408416 , -1.22474e-225 , 
844.733 , 0.000249459 , 3.95345e-05 , 0.000310715 , 6.074e-05 , 1.00378e-223 , 
845.469 , 0.000599876 , -0.000342738 , -8.4006e-05 , -0.00030601 , -7.79946e-223 , 
846.205 , 0.000725944 , -0.000541557 , -0.000434275 , -0.00057147 , -2.17001e-220 , 
846.941 , 0.000563063 , -0.000456969 , -0.000571841 , -0.000648212 , 9.20091e-219 , 
847.678 , 0.00019359 , -0.000131043 , -0.000430235 , -0.000510786 , -7.29974e-219 , 
848.416 , -0.000194467 , 0.000272614 , -7.72818e-05 , -0.00020451 , -7.18242e-216 , 
849.155 , -0.000402996 , 0.000550698 , 0.000316964 , 0.000169138 , 3.28647e-214 , 
849.894 , -0.000325131 , 0.000562632 , 0.000561939 , 0.000485927 , 6.38618e-213 , 
850.634 , -4.69056e-07 , 0.000301933 , 0.000538756 , 0.000640168 , -1.16087e-210 , 
851.374 , 0.000404546 , -9.98467e-05 , 0.000258241 , 0.000580158 , 2.0634e-209 , 
852.115 , 0.000681586 , -0.000439156 , -0.000143677 , 0.000325843 , 2.04494e-207 , 
852.857 , 0.000687556 , -0.000543504 , -0.000471508 , -3.74499e-05 , -1.28845e-205 , 
853.599 , 0.000418747 , -0.000359401 , -0.000565248 , -0.00038737 , 1.10984e-204 , 
854.342 , 1.3441e-05 , 1.97936e-05 , -0.000378717 , -0.000605661 , 8.79196e-203 , 
855.086 , -0.000318954 , 0.000400793 , -2.73938e-06 , -0.000618247 , -4.43222e-201 , 
855.83 , -0.000406114 , 0.000588728 , 0.000378677 , -0.000420663 , 7.73058e-200 , 
856.575 , -0.000202482 , 0.000486961 , 0.000578228 , -8.00087e-05 , 1.33316e-197 , 
857.32 , 0.000186406 , 0.000147165 , 0.00049743 , 0.000287527 , -5.78651e-196 , 
858.067 , 0.000558134 , -0.00025648 , 0.000175602 , 0.000556136 , -2.22453e-194 , 
858.814 , 0.00071853 , -0.000516314 , -0.000228818 , 0.000633514 , 2.02504e-192 , 
859.561 , 0.000583197 , -0.0004981 , -0.000515997 , 0.000492834 , -3.95004e-191 , 
860.309 , 0.00022227 , -0.000210738 , -0.000543474 , 0.000182413 , -1.58529e-189 , 
861.058 , -0.000175577 , 0.000197604 , -0.000297149 , -0.000190535 , 9.79899e-188 , 
861.808 , -0.000401609 , 0.000515549 , 0.000101046 , -0.00049672 , -1.86755e-186 , 
862.558 , -0.000336731 , 0.000577883 , 0.00045313 , -0.000629588 , -9.04574e-185 , 
863.309 , -1.4697e-05 , 0.000351683 , 0.000583412 , -0.00054262 , 1.39209e-182 , 
864.06 , 0.000394898 , -4.58462e-05 , 0.000426388 , -0.000265964 , -2.72436e-182 , 
864.812 , 0.000675571 , -0.00040772 , 6.00991e-05 , 0.000103644 , -4.40318e-179 , 
865.565 , 0.000678313 , -0.000544836 , -0.000332227 , 0.000436447 , 1.16385e-177 , 
866.318 , 0.000400962 , -0.00038501 , -0.000553622 , 0.000615163 , 4.23716e-176 , 
867.072 , -9.87851e-06 , -1.14352e-05 , -0.000492387 , 0.000576485 , -3.10938e-174 , 
867.827 , -0.000336044 , 0.000380174 , -0.000178836 , 0.000333837 , 6.04194e-173 , 
868.582 , -0.000403698 , 0.000583906 , 0.000229244 , -2.68962e-05 , 2.5624e-171 , 
869.338 , -0.000176345 , 0.000492056 , 0.000525696 , -0.000377479 , -1.54797e-169 , 
870.095 , 0.000224945 , 0.000152461 , 0.00056015 , -0.000592805 , 6.78737e-169 , 
870.852 , 0.000585526 , -0.00025596 , 0.000314611 , -0.000595668 , 3.11225e-166 , 
871.61 , 0.000711797 , -0.0005172 , -8.66872e-05 , -0.000384759 , -2.9086e-164 , 
872.369 , 0.000535307 , -0.000492487 , -0.000439756 , -3.56228e-05 , -1.97634e-163 , 
873.128 , 0.000150246 , -0.000194382 , -0.000564451 , 0.000326076 , 1.0687e-160 , 
873.888 , -0.000236458 , 0.000219097 , -0.000396627 , 0.000569641 , -2.21438e-159 , 
874.649 , -0.000416226 , 0.000527888 , -2.15871e-05 , 0.000606663 , -8.14085e-158 , 
875.41 , -0.000291586 , 0.000566982 , 0.000368838 , 0.000423406 , 2.35139e-156 , 
876.172 , 7.04604e-05 , 0.00031491 , 0.000574212 , 8.62881e-05 , 1.08375e-155 , 
876.935 , 0.000473909 , -9.40017e-05 , 0.000488538 , -0.00028184 , 1.33058e-153 , 
877.698 , 0.000699548 , -0.000440833 , 0.00015538 , -0.000546293 , -3.76953e-151 , 
878.462 , 0.000624105 , -0.000539205 , -0.000253815 , -0.00060989 , -2.57749e-149 , 
879.227 , 0.000287935 , -0.000335718 , -0.00052766 , -0.000448942 , 2.3897e-147 , 
879.992 , -0.000126151 , 6.05703e-05 , -0.000524089 , -0.00012247 , 1.32226e-145 , 
880.758 , -0.000392082 , 0.000436151 , -0.000244415 , 0.00024908 , -1.01927e-143 , 
881.525 , -0.000364094 , 0.000587934 , 0.000166577 , 0.000528076 , -3.50631e-142 , 
882.292 , -5.70952e-05 , 0.000433272 , 0.000495226 , 0.000610719 , 3.24345e-140 , 
883.06 , 0.000360681 , 5.54142e-05 , 0.000570025 , 0.000465932 , 1.52396e-139 , 
883.829 , 0.000659443 , -0.000340842 , 0.00035142 , 0.000147433 , -4.48299e-137 , 
884.598 , 0.000674162 , -0.00053995 , -4.67885e-05 , -0.000225815 , 1.22959e-137 , 
885.368 , 0.000395999 , -0.000433037 , -0.00041627 , -0.000513827 , 3.05685e-134 , 
886.139 , -2.19936e-05 , -7.78896e-05 , -0.000563024 , -0.00060812 , -1.11406e-132 , 
886.91 , -0.000348794 , 0.000331774 , -0.000409474 , -0.000472833 , -7.7239e-131 , 
887.682 , -0.000403146 , 0.000571699 , -3.59439e-05 , -0.000158765 , 1.73897e-129 , 
888.454 , -0.000154508 , 0.00050995 , 0.000360892 , 0.000215324 , 8.31183e-127 , 
889.228 , 0.000259184 , 0.000179883 , 0.00057135 , 0.000507387 , 2.81894e-125 , 
890.002 , 0.000607536 , -0.000237373 , 0.000483678 , 0.000606054 , -3.41362e-123 , 
890.776 , 0.000695833 , -0.000512002 , 0.000143834 , 0.000473352 , -1.41662e-121 , 
891.552 , 0.000474077 , -0.000492144 , -0.000268113 , 0.00015972 , 1.26905e-119 , 
892.328 , 6.57222e-05 , -0.000188267 , -0.000533102 , -0.000214771 , 2.35541e-118 , 
893.105 , -0.000300707 , 0.000231808 , -0.000509648 , -0.000506159 , -2.80115e-116 , 
893.882 , -0.000419466 , 0.000535225 , -0.000209786 , -0.000601948 , -4.67709e-115 , 
894.66 , -0.000223472 , 0.000553173 , 0.000206581 , -0.000464807 , 4.33566e-113 , 
895.439 , 0.000177202 , 0.000275167 , 0.000516592 , -0.000147521 , 1.62185e-111 , 
896.218 , 0.000556585 , -0.000144316 , 0.000553709 , 0.000226932 , -6.99441e-110 , 
896.998 , 0.000700005 , -0.000471287 , 0.000297531 , 0.000512817 , -3.8326e-108 , 
897.779 , 0.000525709 , -0.000522735 , -0.00011448 , 0.000598393 , 2.70978e-106 , 
898.56 , 0.000131882 , -0.00026941 , -0.000460355 , 0.000449864 , 2.10905e-104 , 
899.342 , -0.000258262 , 0.000147015 , -0.00055313 , 0.00012514 , -1.10049e-102 , 
900.125 , -0.000422893 , 0.000492744 , -0.000342209 , -0.00024835 , -1.03825e-100 , 
900.909 , -0.000267998 , 0.000573035 , 5.85257e-05 , -0.000523443 , -2.96394e-100 , 
901.693 , 0.000118343 , 0.000342207 , 0.000431749 , -0.000591278 , 3.84054e-98 , 
902.478 , 0.000515456 , -6.98476e-05 , 0.000574407 , -0.000424668 , 3.62302e-97 , 
903.263 , 0.000695816 , -0.000430313 , 0.000408437 , -8.94194e-05 , 6.64224e-94 , 
904.05 , 0.000555528 , -0.000534888 , 2.39857e-05 , 0.000281269 , -1.8358e-92 , 
904.836 , 0.000174589 , -0.000323877 , -0.000369065 , 0.000539531 , -2.92951e-90 , 
905.624 , -0.000228291 , 8.31944e-05 , -0.000555471 , 0.000581891 , 2.98283e-89 , 
906.412 , -0.000421101 , 0.000454805 , -0.000432695 , 0.000391041 , 7.21414e-87 , 
907.201 , -0.000292407 , 0.000578969 , -6.77954e-05 , 4.33494e-05 , -3.74092e-86 , 
907.991 , 8.36651e-05 , 0.000384433 , 0.000338686 , -0.00032132 , -2.29816e-83 , 
908.781 , 0.000489521 , -1.79077e-05 , 0.000562675 , -0.000555701 , -3.38079e-82 , 
909.572 , 0.00068967 , -0.000397742 , 0.000480235 , -0.000564706 , 4.63321e-80 , 
910.364 , 0.000567469 , -0.000537019 , 0.000136606 , -0.000344354 , 9.88149e-79 , 
911.156 , 0.000193527 , -0.000355388 , -0.00027808 , 1.60373e-05 , -2.08946e-76 , 
911.949 , -0.000214621 , 4.29094e-05 , -0.000533698 , 0.000369694 , -4.16519e-75 , 
912.743 , -0.000418874 , 0.000428356 , -0.000487925 , 0.00057203 , 8.92813e-73 , 
913.538 , -0.000299701 , 0.000578236 , -0.000165931 , 0.00053992 , 7.26304e-71 , 
914.333 , 7.33378e-05 , 0.000405561 , 0.000252913 , 0.000286227 , 3.35648e-69 , 
915.129 , 0.00048159 , 1.00906e-05 , 0.000534605 , -8.48926e-05 , 5.70823e-68 , 
915.925 , 0.000685148 , -0.000378794 , 0.000521299 , -0.000420421 , -1.47035e-65 , 
916.722 , 0.000563953 , -0.000534947 , 0.000220172 , -0.000581488 , -6.34201e-64 , 
917.52 , 0.000189061 , -0.000367218 , -0.000199879 , -0.000501061 , 3.65661e-62 , 
918.319 , -0.000218514 , 2.67977e-05 , -0.000502589 , -0.000212256 , 1.34811e-60 , 
919.118 , -0.000417883 , 0.000417011 , -0.000517229 , 0.000164848 , -1.68363e-59 , 
919.918 , -0.000290887 , 0.000574992 , -0.0002353 , 0.000472842 , 1.11456e-57 , 
920.719 , 8.73082e-05 , 0.000407921 , 0.000183963 , 0.000582678 , -9.09088e-56 , 
921.52 , 0.000492103 , 1.36586e-05 , 0.000503116 , 0.000448009 , -2.57798e-53 , 
922.323 , 0.000682553 , -0.000376063 , 0.000540952 , 0.00012519 , -3.70975e-52 , 
923.125 , 0.000544938 , -0.000531655 , 0.000275765 , -0.000249867 , 9.0355e-50 , 
923.929 , 0.000161159 , -0.000361183 , -0.000141633 , -0.000518679 , 1.8912e-48 , 
924.733 , -0.000239489 , 3.47403e-05 , -0.000473241 , -0.000567216 , -2.13411e-46 , 
925.538 , -0.000417117 , 0.000421794 , -0.000529539 , -0.000374609 , -8.98291e-45 , 
926.344 , -0.000265135 , 0.000570414 , -0.000278168 , -2.25874e-05 , 4.5334e-43 , 
927.15 , 0.000125191 , 0.000392197 , 0.000136888 , 0.000338798 , 1.72297e-41 , 
927.957 , 0.000518947 , -6.96998e-06 , 0.000477314 , 0.000554968 , -3.27501e-41 , 
928.765 , 0.000678677 , -0.000389299 , 0.000547225 , 0.000533078 , 8.01256e-38 , 
929.573 , 0.000507769 , -0.000526582 , 0.000306232 , 0.000282291 , 5.11881e-37 , 
930.382 , 0.00010939 , -0.000336693 , -0.000106649 , -8.95784e-05 , -3.65473e-34 , 
931.192 , -0.000275319 , 6.67026e-05 , -0.000452719 , -0.000422062 , 7.677e-33 , 
932.003 , -0.000413098 , 0.00044165 , -0.00053151 , -0.000571204 , 2.50016e-30 , 
932.814 , -0.00022037 , 0.000562853 , -0.000297255 , -0.000472121 , 1.51307e-28 , 
933.626 , 0.000185367 , 0.000357337 , 0.000113938 , -0.000167678 , 7.47257e-27 , 
934.438 , 0.000556509 , -5.10322e-05 , 0.000462692 , 0.000209592 , -7.18964e-25 , 
935.252 , 0.000666139 , -0.000415689 , 0.00054561 , 0.000494897 , 5.6934e-21 , 
936.066 , 0.000446906 , -0.000516104 , 0.000314252 , 0.000563198 , 2.41177e-17 , 
936.881 , 3.28077e-05 , -0.000291483 , -9.59815e-05 , 0.000384333 , 1.93794e-15 , 
937.696 , -0.000322414 , 0.000121822 , -0.000444593 , 3.68168e-05 , 1.50938e-14 , 
938.512 , -0.000400878 , 0.000472565 , -0.000526875 , -0.000326191 , 3.24319e-14 , 
939.329 , -0.000154822 , 0.000547215 , -0.000294453 , -0.000544202 , 3.99532e-14 , 
940.147 , 0.000263415 , 0.000300299 , 0.000115687 , -0.000520496 , 4.5682e-14 , 
940.965 , 0.0005949 , -0.0001173 , 0.000461446 , -0.000265433 , 5.75385e-14 , 
941.784 , 0.000634003 , -0.000450069 , 0.000538432 , 0.000107569 , 7.73573e-14 , 
942.604 , 0.000356 , -0.000494148 , 0.000301145 , 0.000432112 , 1.06141e-13 , 
943.424 , -6.70522e-05 , -0.000222635 , -0.000109523 , 0.000562982 , 1.46113e-13 , 
944.245 , -0.000372715 , 0.000197362 , -0.000449443 , 0.000441379 , 2.00917e-13 , 
945.067 , -0.000371336 , 0.000507085 , -0.000516277 , 0.000121815 , 2.75704e-13 , 
945.89 , -6.45395e-05 , 0.000515507 , -0.000270282 , -0.000251848 , 3.77467e-13 , 
946.713 , 0.000355284 , 0.000217569 , 0.000141455 , -0.000510904 , 5.15604e-13 , 
947.537 , 0.00062489 , -0.00020218 , 0.00047249 , -0.000538042 , 7.02669e-13 , 
948.362 , 0.000575016 , -0.000483479 , 0.000524457 , -0.00032084 , 9.55382e-13 , 
949.187 , 0.000236925 , -0.000451781 , 0.000266329 , 4.20386e-05 , 1.29594e-12 , 
950.014 , -0.000176715 , -0.000127054 , -0.000146437 , 0.00038525 , 1.75371e-12 , 
950.841 , -0.000405315 , 0.000288151 , -0.000465048 , 0.000551984 , 2.36743e-12 , 
951.668 , -0.00030464 , 0.000534654 , -0.000497291 , 0.000465824 , 3.18807e-12 , 
952.497 , 6.17796e-05 , 0.00045852 , -0.000223898 , 0.000166232 , 4.28239e-12 , 
953.326 , 0.000462373 , 0.00010771 , 0.000189307 , -0.000209018 , 5.73761e-12 , 
954.155 , 0.000643972 , -0.000297503 , 0.000491525 , -0.000486899 , 7.66725e-12 , 
954.986 , 0.000492556 , -0.000502511 , 0.000499187 , -0.00053894 , 1.02185e-11 , 
