 x ,  T0 ,  T1 ,  T2 ,  Phi ,  Psi ,  delta_cdm ,  delta_b ,  v_cdm ,  v_b ,  Pi , 
-4.76445 , 0.513029 , -0.0706075 , -0.0110478 , 0.526146 , -0.526145 , 12.0846 , 11.3176 , 1.96329 , 1.93318 , -0.0110478 , 
-4.76095 , 0.514413 , -0.0705381 , -0.0123342 , 0.526137 , -0.526136 , 12.1229 , 11.3553 , 1.96666 , 1.93665 , -0.0123342 , 
-4.75745 , 0.515798 , -0.0704428 , -0.0136107 , 0.526128 , -0.526127 , 12.1613 , 11.3932 , 1.97004 , 1.94013 , -0.0136107 , 
-4.75395 , 0.517183 , -0.0703216 , -0.014877 , 0.526119 , -0.526118 , 12.1999 , 11.4312 , 1.97342 , 1.94362 , -0.014877 , 
-4.75045 , 0.518567 , -0.0701746 , -0.0161328 , 0.52611 , -0.526109 , 12.2386 , 11.4693 , 1.97681 , 1.94711 , -0.0161328 , 
-4.74695 , 0.519951 , -0.0700018 , -0.0173775 , 0.526101 , -0.5261 , 12.2775 , 11.5076 , 1.9802 , 1.95061 , -0.0173775 , 
-4.74345 , 0.521334 , -0.0698033 , -0.0186109 , 0.526092 , -0.526091 , 12.3165 , 11.546 , 1.9836 , 1.95411 , -0.0186109 , 
-4.73995 , 0.522715 , -0.0695792 , -0.0198326 , 0.526083 , -0.526082 , 12.3556 , 11.5845 , 1.98701 , 1.95762 , -0.0198326 , 
-4.73645 , 0.524094 , -0.0693296 , -0.0210421 , 0.526074 , -0.526073 , 12.3948 , 11.6232 , 1.99042 , 1.96114 , -0.0210421 , 
-4.73295 , 0.52547 , -0.0690544 , -0.022239 , 0.526065 , -0.526064 , 12.4342 , 11.662 , 1.99384 , 1.96466 , -0.022239 , 
-4.72945 , 0.526842 , -0.0687539 , -0.0234231 , 0.526057 , -0.526055 , 12.4737 , 11.701 , 1.99727 , 1.96818 , -0.0234231 , 
-4.72595 , 0.528211 , -0.0684282 , -0.0245939 , 0.526048 , -0.526046 , 12.5134 , 11.7401 , 2.0007 , 1.97171 , -0.0245939 , 
-4.72244 , 0.529575 , -0.0680773 , -0.025751 , 0.526039 , -0.526037 , 12.5532 , 11.7793 , 2.00414 , 1.97525 , -0.025751 , 
-4.71894 , 0.530935 , -0.0677014 , -0.0268941 , 0.52603 , -0.526028 , 12.5932 , 11.8187 , 2.00758 , 1.9788 , -0.0268941 , 
-4.71544 , 0.532289 , -0.0673006 , -0.0280228 , 0.526021 , -0.526019 , 12.6332 , 11.8582 , 2.01103 , 1.98235 , -0.0280228 , 
-4.71194 , 0.533638 , -0.0668751 , -0.0291368 , 0.526012 , -0.52601 , 12.6735 , 11.8978 , 2.01449 , 1.9859 , -0.0291368 , 
-4.70844 , 0.53498 , -0.066425 , -0.0302355 , 0.526004 , -0.526001 , 12.7138 , 11.9376 , 2.01795 , 1.98946 , -0.0302355 , 
-4.70494 , 0.536315 , -0.0659506 , -0.0313188 , 0.525995 , -0.525992 , 12.7543 , 11.9775 , 2.02142 , 1.99303 , -0.0313188 , 
-4.70144 , 0.537643 , -0.0654518 , -0.0323862 , 0.525986 , -0.525984 , 12.795 , 12.0176 , 2.0249 , 1.99661 , -0.0323862 , 
-4.69794 , 0.538962 , -0.0649291 , -0.0334373 , 0.525977 , -0.525975 , 12.8358 , 12.0578 , 2.02838 , 2.00019 , -0.0334373 , 
-4.69444 , 0.540274 , -0.0643825 , -0.0344719 , 0.525968 , -0.525966 , 12.8767 , 12.0982 , 2.03187 , 2.00377 , -0.0344719 , 
-4.69094 , 0.541576 , -0.0638122 , -0.0354896 , 0.525959 , -0.525957 , 12.9178 , 12.1387 , 2.03536 , 2.00736 , -0.0354896 , 
-4.68744 , 0.542869 , -0.0632184 , -0.0364899 , 0.525951 , -0.525948 , 12.959 , 12.1794 , 2.03886 , 2.01096 , -0.0364899 , 
-4.68394 , 0.544152 , -0.0626015 , -0.0374726 , 0.525942 , -0.525939 , 13.0004 , 12.2202 , 2.04237 , 2.01456 , -0.0374726 , 
-4.68044 , 0.545424 , -0.0619616 , -0.0384374 , 0.525933 , -0.52593 , 13.0419 , 12.2611 , 2.04588 , 2.01817 , -0.0384374 , 
-4.67694 , 0.546685 , -0.0612989 , -0.0393839 , 0.525924 , -0.525921 , 13.0835 , 12.3022 , 2.0494 , 2.02179 , -0.0393839 , 
-4.67343 , 0.547935 , -0.0606137 , -0.0403117 , 0.525915 , -0.525912 , 13.1253 , 12.3434 , 2.05293 , 2.02541 , -0.0403117 , 
-4.66993 , 0.549173 , -0.0599063 , -0.0412205 , 0.525906 , -0.525903 , 13.1672 , 12.3848 , 2.05646 , 2.02904 , -0.0412205 , 
-4.66643 , 0.550398 , -0.0591769 , -0.0421101 , 0.525897 , -0.525894 , 13.2093 , 12.4263 , 2.06 , 2.03267 , -0.0421101 , 
-4.66293 , 0.55161 , -0.0584258 , -0.0429801 , 0.525888 , -0.525885 , 13.2516 , 12.468 , 2.06354 , 2.03631 , -0.0429801 , 
-4.65943 , 0.552809 , -0.0576533 , -0.0438302 , 0.52588 , -0.525876 , 13.2939 , 12.5098 , 2.0671 , 2.03996 , -0.0438302 , 
-4.65593 , 0.553994 , -0.0568596 , -0.04466 , 0.525871 , -0.525867 , 13.3365 , 12.5518 , 2.07065 , 2.04361 , -0.04466 , 
-4.65243 , 0.555165 , -0.0560452 , -0.0454694 , 0.525862 , -0.525859 , 13.3792 , 12.5939 , 2.07422 , 2.04727 , -0.0454694 , 
-4.64893 , 0.55632 , -0.0552103 , -0.0462579 , 0.525853 , -0.52585 , 13.422 , 12.6362 , 2.07779 , 2.05093 , -0.0462579 , 
-4.64543 , 0.55746 , -0.0543552 , -0.0470253 , 0.525844 , -0.52584 , 13.465 , 12.6786 , 2.08137 , 2.0546 , -0.0470253 , 
-4.64193 , 0.558584 , -0.0534803 , -0.0477714 , 0.525835 , -0.525831 , 13.5081 , 12.7212 , 2.08495 , 2.05828 , -0.0477714 , 
-4.63843 , 0.559692 , -0.0525859 , -0.0484957 , 0.525826 , -0.525822 , 13.5514 , 12.7639 , 2.08854 , 2.06196 , -0.0484957 , 
-4.63493 , 0.560783 , -0.0516723 , -0.0491982 , 0.525817 , -0.525813 , 13.5948 , 12.8068 , 2.09214 , 2.06565 , -0.0491982 , 
-4.63143 , 0.561857 , -0.05074 , -0.0498784 , 0.525808 , -0.525804 , 13.6384 , 12.8498 , 2.09574 , 2.06934 , -0.0498784 , 
-4.62793 , 0.562913 , -0.0497892 , -0.0505362 , 0.525799 , -0.525795 , 13.6821 , 12.893 , 2.09935 , 2.07304 , -0.0505362 , 
-4.62442 , 0.56395 , -0.0488205 , -0.0511713 , 0.525789 , -0.525786 , 13.726 , 12.9364 , 2.10297 , 2.07675 , -0.0511713 , 
-4.62092 , 0.56497 , -0.047834 , -0.0517834 , 0.52578 , -0.525777 , 13.77 , 12.9799 , 2.10659 , 2.08046 , -0.0517834 , 
-4.61742 , 0.56597 , -0.0468304 , -0.0523723 , 0.525771 , -0.525768 , 13.8142 , 13.0235 , 2.11022 , 2.08418 , -0.0523723 , 
-4.61392 , 0.56695 , -0.0458098 , -0.0529378 , 0.525762 , -0.525759 , 13.8586 , 13.0673 , 2.11385 , 2.08791 , -0.0529378 , 
-4.61042 , 0.567911 , -0.0447729 , -0.0534797 , 0.525753 , -0.525749 , 13.9031 , 13.1113 , 2.1175 , 2.09164 , -0.0534797 , 
-4.60692 , 0.568852 , -0.0437199 , -0.0539978 , 0.525744 , -0.52574 , 13.9477 , 13.1554 , 2.12114 , 2.09538 , -0.0539978 , 
-4.60342 , 0.569771 , -0.0426513 , -0.0544917 , 0.525735 , -0.525731 , 13.9926 , 13.1997 , 2.1248 , 2.09912 , -0.0544917 , 
-4.59992 , 0.57067 , -0.0415676 , -0.0549615 , 0.525725 , -0.525722 , 14.0375 , 13.2441 , 2.12846 , 2.10288 , -0.0549615 , 
-4.59642 , 0.571547 , -0.0404692 , -0.0554067 , 0.525716 , -0.525713 , 14.0827 , 13.2887 , 2.13213 , 2.10663 , -0.0554067 , 
-4.59292 , 0.572402 , -0.0393565 , -0.0558274 , 0.525707 , -0.525703 , 14.1279 , 13.3334 , 2.13581 , 2.1104 , -0.0558274 , 
-4.58942 , 0.573235 , -0.0382301 , -0.0562233 , 0.525698 , -0.525694 , 14.1734 , 13.3783 , 2.13949 , 2.11417 , -0.0562233 , 
-4.58592 , 0.574045 , -0.0370903 , -0.0565942 , 0.525688 , -0.525685 , 14.219 , 13.4234 , 2.14318 , 2.11794 , -0.0565942 , 
-4.58242 , 0.574833 , -0.0359376 , -0.0569399 , 0.525679 , -0.525675 , 14.2648 , 13.4686 , 2.14687 , 2.12173 , -0.0569399 , 
-4.57892 , 0.575597 , -0.0347726 , -0.0572605 , 0.52567 , -0.525666 , 14.3107 , 13.514 , 2.15058 , 2.12551 , -0.0572605 , 
-4.57542 , 0.576337 , -0.0335957 , -0.0575556 , 0.52566 , -0.525657 , 14.3568 , 13.5595 , 2.15428 , 2.12931 , -0.0575556 , 
-4.57191 , 0.577053 , -0.0324075 , -0.0578252 , 0.525651 , -0.525647 , 14.403 , 13.6053 , 2.158 , 2.13311 , -0.0578252 , 
-4.56841 , 0.577745 , -0.0312083 , -0.0580691 , 0.525642 , -0.525638 , 14.4494 , 13.6511 , 2.16172 , 2.13692 , -0.0580691 , 
-4.56491 , 0.578412 , -0.0299988 , -0.0582873 , 0.525632 , -0.525629 , 14.496 , 13.6972 , 2.16545 , 2.14074 , -0.0582873 , 
-4.56141 , 0.579054 , -0.0287794 , -0.0584797 , 0.525623 , -0.525619 , 14.5427 , 13.7434 , 2.16919 , 2.14456 , -0.0584797 , 
-4.55791 , 0.579671 , -0.0275508 , -0.0586461 , 0.525613 , -0.52561 , 14.5896 , 13.7897 , 2.17293 , 2.14838 , -0.0586461 , 
-4.55441 , 0.580262 , -0.0263133 , -0.0587865 , 0.525604 , -0.5256 , 14.6367 , 13.8363 , 2.17668 , 2.15222 , -0.0587865 , 
-4.55091 , 0.580827 , -0.0250675 , -0.0589008 , 0.525594 , -0.525591 , 14.6839 , 13.883 , 2.18043 , 2.15606 , -0.0589008 , 
-4.54741 , 0.581367 , -0.0238141 , -0.0589889 , 0.525585 , -0.525581 , 14.7313 , 13.9298 , 2.1842 , 2.15991 , -0.0589889 , 
-4.54391 , 0.58188 , -0.0225534 , -0.0590509 , 0.525575 , -0.525572 , 14.7788 , 13.9768 , 2.18797 , 2.16376 , -0.0590509 , 
-4.54041 , 0.582366 , -0.0212862 , -0.0590866 , 0.525566 , -0.525562 , 14.8266 , 14.024 , 2.19174 , 2.16762 , -0.0590866 , 
-4.53691 , 0.582825 , -0.0200128 , -0.0590961 , 0.525556 , -0.525552 , 14.8744 , 14.0714 , 2.19553 , 2.17149 , -0.0590961 , 
-4.53341 , 0.583258 , -0.018734 , -0.0590793 , 0.525546 , -0.525543 , 14.9225 , 14.1189 , 2.19932 , 2.17536 , -0.0590793 , 
-4.52991 , 0.583663 , -0.0174502 , -0.0590363 , 0.525537 , -0.525533 , 14.9707 , 14.1666 , 2.20311 , 2.17924 , -0.0590363 , 
-4.52641 , 0.58404 , -0.0161621 , -0.0589669 , 0.525527 , -0.525524 , 15.0191 , 14.2145 , 2.20692 , 2.18313 , -0.0589669 , 
-4.5229 , 0.58439 , -0.0148702 , -0.0588714 , 0.525517 , -0.525514 , 15.0677 , 14.2625 , 2.21073 , 2.18702 , -0.0588714 , 
-4.5194 , 0.584712 , -0.0135751 , -0.0587496 , 0.525508 , -0.525504 , 15.1164 , 14.3107 , 2.21454 , 2.19092 , -0.0587496 , 
-4.5159 , 0.585006 , -0.0122773 , -0.0586016 , 0.525498 , -0.525495 , 15.1653 , 14.3591 , 2.21837 , 2.19482 , -0.0586016 , 
-4.5124 , 0.585272 , -0.0109776 , -0.0584275 , 0.525488 , -0.525485 , 15.2144 , 14.4077 , 2.2222 , 2.19874 , -0.0584275 , 
-4.5089 , 0.58551 , -0.00967633 , -0.0582273 , 0.525479 , -0.525475 , 15.2636 , 14.4564 , 2.22604 , 2.20266 , -0.0582273 , 
-4.5054 , 0.585719 , -0.00837424 , -0.0580011 , 0.525469 , -0.525465 , 15.313 , 14.5053 , 2.22988 , 2.20658 , -0.0580011 , 
-4.5019 , 0.5859 , -0.00707191 , -0.057749 , 0.525459 , -0.525456 , 15.3626 , 14.5544 , 2.23373 , 2.21052 , -0.057749 , 
-4.4984 , 0.586052 , -0.00576991 , -0.0574711 , 0.525449 , -0.525446 , 15.4124 , 14.6036 , 2.23759 , 2.21445 , -0.0574711 , 
-4.4949 , 0.586175 , -0.00446886 , -0.0571676 , 0.525439 , -0.525436 , 15.4623 , 14.653 , 2.24146 , 2.2184 , -0.0571676 , 
-4.4914 , 0.586269 , -0.00316935 , -0.0568384 , 0.52543 , -0.525426 , 15.5124 , 14.7026 , 2.24533 , 2.22235 , -0.0568384 , 
-4.4879 , 0.586335 , -0.001872 , -0.0564838 , 0.52542 , -0.525416 , 15.5627 , 14.7524 , 2.24921 , 2.22631 , -0.0564838 , 
-4.4844 , 0.586371 , -0.000577415 , -0.0561039 , 0.52541 , -0.525407 , 15.6132 , 14.8024 , 2.2531 , 2.23028 , -0.0561039 , 
-4.4809 , 0.586379 , 0.000713808 , -0.0556989 , 0.5254 , -0.525397 , 15.6638 , 14.8525 , 2.25699 , 2.23425 , -0.0556989 , 
-4.4774 , 0.586358 , 0.00200106 , -0.0552688 , 0.52539 , -0.525387 , 15.7146 , 14.9028 , 2.26089 , 2.23823 , -0.0552688 , 
-4.47389 , 0.586307 , 0.00328372 , -0.054814 , 0.52538 , -0.525377 , 15.7656 , 14.9533 , 2.2648 , 2.24222 , -0.054814 , 
-4.47039 , 0.586228 , 0.00456118 , -0.0543347 , 0.52537 , -0.525367 , 15.8168 , 15.0039 , 2.26872 , 2.24621 , -0.0543347 , 
-4.46689 , 0.58612 , 0.00583284 , -0.0538309 , 0.52536 , -0.525357 , 15.8681 , 15.0548 , 2.27264 , 2.25021 , -0.0538309 , 
-4.46339 , 0.585983 , 0.00709808 , -0.0533029 , 0.52535 , -0.525347 , 15.9197 , 15.1058 , 2.27657 , 2.25422 , -0.0533029 , 
-4.45989 , 0.585817 , 0.0083563 , -0.0527511 , 0.52534 , -0.525337 , 15.9714 , 15.157 , 2.2805 , 2.25823 , -0.0527511 , 
-4.45639 , 0.585622 , 0.00960689 , -0.0521755 , 0.52533 , -0.525327 , 16.0233 , 15.2084 , 2.28445 , 2.26225 , -0.0521755 , 
-4.45289 , 0.585398 , 0.0108492 , -0.0515765 , 0.52532 , -0.525317 , 16.0753 , 15.26 , 2.2884 , 2.26628 , -0.0515765 , 
-4.44939 , 0.585146 , 0.0120827 , -0.0509543 , 0.52531 , -0.525307 , 16.1276 , 15.3117 , 2.29235 , 2.27031 , -0.0509543 , 
-4.44589 , 0.584866 , 0.0133068 , -0.0503092 , 0.5253 , -0.525298 , 16.18 , 15.3636 , 2.29632 , 2.27435 , -0.0503092 , 
-4.44239 , 0.584557 , 0.0145208 , -0.0496415 , 0.52529 , -0.525288 , 16.2327 , 15.4158 , 2.30029 , 2.2784 , -0.0496415 , 
-4.43889 , 0.584219 , 0.0157242 , -0.0489516 , 0.52528 , -0.525278 , 16.2855 , 15.4681 , 2.30427 , 2.28246 , -0.0489516 , 
-4.43539 , 0.583854 , 0.0169163 , -0.0482396 , 0.52527 , -0.525268 , 16.3385 , 15.5206 , 2.30826 , 2.28652 , -0.0482396 , 
-4.43189 , 0.583461 , 0.0180965 , -0.047506 , 0.52526 , -0.525258 , 16.3916 , 15.5732 , 2.31225 , 2.29058 , -0.047506 , 
-4.42839 , 0.58304 , 0.0192644 , -0.0467511 , 0.52525 , -0.525248 , 16.445 , 15.6261 , 2.31625 , 2.29466 , -0.0467511 , 
-4.42488 , 0.582591 , 0.0204192 , -0.0459752 , 0.52524 , -0.525238 , 16.4985 , 15.6791 , 2.32026 , 2.29874 , -0.0459752 , 
-4.42138 , 0.582115 , 0.0215605 , -0.0451787 , 0.52523 , -0.525228 , 16.5523 , 15.7324 , 2.32427 , 2.30283 , -0.0451787 , 
-4.41788 , 0.581612 , 0.0226875 , -0.0443621 , 0.52522 , -0.525218 , 16.6062 , 15.7858 , 2.32829 , 2.30693 , -0.0443621 , 
-4.41438 , 0.581082 , 0.0237999 , -0.0435255 , 0.52521 , -0.525208 , 16.6603 , 15.8394 , 2.33232 , 2.31103 , -0.0435255 , 
-4.41088 , 0.580525 , 0.0248969 , -0.0426696 , 0.5252 , -0.525197 , 16.7146 , 15.8932 , 2.33636 , 2.31514 , -0.0426696 , 
-4.40738 , 0.579942 , 0.025978 , -0.0417946 , 0.52519 , -0.525187 , 16.7691 , 15.9472 , 2.3404 , 2.31926 , -0.0417946 , 
-4.40388 , 0.579333 , 0.0270427 , -0.040901 , 0.52518 , -0.525177 , 16.8238 , 16.0014 , 2.34445 , 2.32338 , -0.040901 , 
-4.40038 , 0.578699 , 0.0280905 , -0.0399892 , 0.52517 , -0.525167 , 16.8787 , 16.0558 , 2.34851 , 2.32751 , -0.0399892 , 
-4.39688 , 0.578038 , 0.0291207 , -0.0390598 , 0.525159 , -0.525157 , 16.9337 , 16.1104 , 2.35258 , 2.33165 , -0.0390598 , 
-4.39338 , 0.577353 , 0.0301328 , -0.038113 , 0.525149 , -0.525147 , 16.989 , 16.1651 , 2.35665 , 2.3358 , -0.038113 , 
-4.38988 , 0.576643 , 0.0311264 , -0.0371495 , 0.525139 , -0.525137 , 17.0444 , 16.2201 , 2.36073 , 2.33995 , -0.0371495 , 
-4.38638 , 0.575908 , 0.0321008 , -0.0361696 , 0.525129 , -0.525127 , 17.1001 , 16.2753 , 2.36482 , 2.34411 , -0.0361696 , 
-4.38288 , 0.57515 , 0.0330557 , -0.0351739 , 0.525119 , -0.525117 , 17.1559 , 16.3306 , 2.36891 , 2.34827 , -0.0351739 , 
-4.37938 , 0.574367 , 0.0339904 , -0.0341629 , 0.525109 , -0.525107 , 17.2119 , 16.3862 , 2.37301 , 2.35245 , -0.0341629 , 
-4.37588 , 0.573562 , 0.0349045 , -0.033137 , 0.525099 , -0.525097 , 17.2682 , 16.4419 , 2.37712 , 2.35663 , -0.033137 , 
-4.37237 , 0.572734 , 0.0357974 , -0.0320969 , 0.525089 , -0.525087 , 17.3246 , 16.4979 , 2.38124 , 2.36082 , -0.0320969 , 
-4.36887 , 0.571883 , 0.0366688 , -0.0310429 , 0.525079 , -0.525077 , 17.3812 , 16.554 , 2.38536 , 2.36501 , -0.0310429 , 
-4.36537 , 0.57101 , 0.0375181 , -0.0299758 , 0.525069 , -0.525067 , 17.4381 , 16.6103 , 2.38949 , 2.36921 , -0.0299758 , 
-4.36187 , 0.570116 , 0.0383449 , -0.0288959 , 0.525059 , -0.525057 , 17.4951 , 16.6669 , 2.39363 , 2.37342 , -0.0288959 , 
-4.35837 , 0.5692 , 0.0391488 , -0.0278039 , 0.525049 , -0.525047 , 17.5523 , 16.7236 , 2.39778 , 2.37764 , -0.0278039 , 
-4.35487 , 0.568265 , 0.0399292 , -0.0267004 , 0.525039 , -0.525037 , 17.6097 , 16.7806 , 2.40193 , 2.38186 , -0.0267004 , 
-4.35137 , 0.567309 , 0.0406858 , -0.0255859 , 0.525029 , -0.525027 , 17.6673 , 16.8377 , 2.40609 , 2.38609 , -0.0255859 , 
-4.34787 , 0.566333 , 0.0414182 , -0.0244609 , 0.525019 , -0.525017 , 17.7252 , 16.895 , 2.41026 , 2.39033 , -0.0244609 , 
-4.34437 , 0.565338 , 0.0421259 , -0.0233262 , 0.525009 , -0.525008 , 17.7832 , 16.9526 , 2.41444 , 2.39458 , -0.0233262 , 
-4.34087 , 0.564325 , 0.0428085 , -0.0221823 , 0.524999 , -0.524998 , 17.8414 , 17.0103 , 2.41862 , 2.39883 , -0.0221823 , 
-4.33737 , 0.563294 , 0.0434657 , -0.0210298 , 0.524989 , -0.524988 , 17.8999 , 17.0683 , 2.42281 , 2.40309 , -0.0210298 , 
-4.33387 , 0.562246 , 0.0440972 , -0.0198693 , 0.524979 , -0.524978 , 17.9585 , 17.1265 , 2.42701 , 2.40735 , -0.0198693 , 
-4.33037 , 0.561181 , 0.0447025 , -0.0187015 , 0.524969 , -0.524968 , 18.0173 , 17.1848 , 2.43122 , 2.41163 , -0.0187015 , 
-4.32687 , 0.560099 , 0.0452813 , -0.0175269 , 0.524959 , -0.524958 , 18.0764 , 17.2434 , 2.43543 , 2.41591 , -0.0175269 , 
-4.32336 , 0.559002 , 0.0458333 , -0.0163463 , 0.524949 , -0.524948 , 18.1356 , 17.3022 , 2.43965 , 2.4202 , -0.0163463 , 
-4.31986 , 0.55789 , 0.0463581 , -0.0151603 , 0.524939 , -0.524938 , 18.1951 , 17.3612 , 2.44388 , 2.42449 , -0.0151603 , 
-4.31636 , 0.556763 , 0.0468555 , -0.0139695 , 0.524929 , -0.524929 , 18.2548 , 17.4204 , 2.44812 , 2.4288 , -0.0139695 , 
-4.31286 , 0.555623 , 0.0473253 , -0.0127746 , 0.524919 , -0.524919 , 18.3146 , 17.4798 , 2.45236 , 2.43311 , -0.0127746 , 
-4.30936 , 0.554469 , 0.047767 , -0.0115762 , 0.52491 , -0.524909 , 18.3747 , 17.5394 , 2.45661 , 2.43743 , -0.0115762 , 
-4.30586 , 0.553303 , 0.0481805 , -0.0103751 , 0.5249 , -0.524899 , 18.435 , 17.5992 , 2.46087 , 2.44175 , -0.0103751 , 
-4.30236 , 0.552125 , 0.0485655 , -0.00917186 , 0.52489 , -0.524889 , 18.4955 , 17.6593 , 2.46514 , 2.44608 , -0.00917186 , 
-4.29886 , 0.550935 , 0.0489218 , -0.00796721 , 0.52488 , -0.52488 , 18.5563 , 17.7195 , 2.46941 , 2.45042 , -0.00796721 , 
-4.29536 , 0.549736 , 0.0492492 , -0.00676183 , 0.52487 , -0.52487 , 18.6172 , 17.78 , 2.47369 , 2.45477 , -0.00676183 , 
-4.29186 , 0.548526 , 0.0495476 , -0.00555641 , 0.524861 , -0.52486 , 18.6783 , 17.8407 , 2.47798 , 2.45913 , -0.00555641 , 
-4.28836 , 0.547307 , 0.0498166 , -0.00435163 , 0.524851 , -0.524851 , 18.7397 , 17.9016 , 2.48228 , 2.46349 , -0.00435163 , 
-4.28486 , 0.54608 , 0.0500561 , -0.00314819 , 0.524841 , -0.524841 , 18.8013 , 17.9627 , 2.48658 , 2.46786 , -0.00314819 , 
-4.28136 , 0.544845 , 0.0502661 , -0.0019468 , 0.524832 , -0.524832 , 18.8631 , 18.024 , 2.49089 , 2.47224 , -0.0019468 , 
-4.27786 , 0.543603 , 0.0504464 , -0.000748158 , 0.524822 , -0.524822 , 18.9251 , 18.0855 , 2.49521 , 2.47662 , -0.000748158 , 
-4.27435 , 0.542354 , 0.0505969 , 0.000447036 , 0.524812 , -0.524812 , 18.9873 , 18.1473 , 2.49954 , 2.48101 , 0.000447036 , 
-4.27085 , 0.5411 , 0.0507174 , 0.00163808 , 0.524803 , -0.524803 , 19.0497 , 18.2093 , 2.50388 , 2.48541 , 0.00163808 , 
-4.26735 , 0.539842 , 0.050808 , 0.00282426 , 0.524793 , -0.524793 , 19.1124 , 18.2715 , 2.50822 , 2.48982 , 0.00282426 , 
-4.26385 , 0.538579 , 0.0508685 , 0.00400487 , 0.524784 , -0.524784 , 19.1753 , 18.3339 , 2.51257 , 2.49423 , 0.00400487 , 
-4.26035 , 0.537312 , 0.050899 , 0.0051792 , 0.524774 , -0.524774 , 19.2384 , 18.3965 , 2.51693 , 2.49866 , 0.0051792 , 
-4.25685 , 0.536043 , 0.0508993 , 0.00634655 , 0.524765 , -0.524765 , 19.3017 , 18.4594 , 2.5213 , 2.50309 , 0.00634655 , 
-4.25335 , 0.534772 , 0.0508696 , 0.00750619 , 0.524755 , -0.524756 , 19.3653 , 18.5225 , 2.52567 , 2.50752 , 0.00750619 , 
-4.24985 , 0.5335 , 0.0508097 , 0.00865744 , 0.524746 , -0.524746 , 19.429 , 18.5858 , 2.53005 , 2.51197 , 0.00865744 , 
-4.24635 , 0.532228 , 0.0507198 , 0.00979957 , 0.524737 , -0.524737 , 19.493 , 18.6493 , 2.53444 , 2.51642 , 0.00979957 , 
-4.24285 , 0.530956 , 0.0506 , 0.0109319 , 0.524727 , -0.524728 , 19.5572 , 18.7131 , 2.53884 , 2.52088 , 0.0109319 , 
-4.23935 , 0.529685 , 0.0504502 , 0.0120537 , 0.524718 , -0.524719 , 19.6217 , 18.7771 , 2.54325 , 2.52535 , 0.0120537 , 
-4.23585 , 0.528416 , 0.0502706 , 0.0131643 , 0.524709 , -0.524709 , 19.6863 , 18.8413 , 2.54766 , 2.52982 , 0.0131643 , 
-4.23235 , 0.52715 , 0.0500612 , 0.0142629 , 0.524699 , -0.5247 , 19.7512 , 18.9057 , 2.55208 , 2.53431 , 0.0142629 , 
-4.22885 , 0.525887 , 0.0498223 , 0.015349 , 0.52469 , -0.524691 , 19.8163 , 18.9704 , 2.55651 , 2.5388 , 0.015349 , 
-4.22535 , 0.524629 , 0.049554 , 0.0164217 , 0.524681 , -0.524682 , 19.8817 , 19.0353 , 2.56095 , 2.5433 , 0.0164217 , 
-4.22184 , 0.523375 , 0.0492564 , 0.0174805 , 0.524672 , -0.524673 , 19.9472 , 19.1004 , 2.56539 , 2.5478 , 0.0174805 , 
-4.21834 , 0.522127 , 0.0489298 , 0.0185246 , 0.524663 , -0.524664 , 20.013 , 19.1657 , 2.56984 , 2.55231 , 0.0185246 , 
-4.21484 , 0.520886 , 0.0485742 , 0.0195533 , 0.524654 , -0.524655 , 20.0791 , 19.2313 , 2.5743 , 2.55684 , 0.0195533 , 
-4.21134 , 0.519652 , 0.0481901 , 0.0205661 , 0.524645 , -0.524646 , 20.1453 , 19.2971 , 2.57877 , 2.56136 , 0.0205661 , 
-4.20784 , 0.518426 , 0.0477775 , 0.0215621 , 0.524636 , -0.524637 , 20.2118 , 19.3632 , 2.58325 , 2.5659 , 0.0215621 , 
-4.20434 , 0.517209 , 0.0473369 , 0.0225408 , 0.524627 , -0.524628 , 20.2786 , 19.4295 , 2.58773 , 2.57045 , 0.0225408 , 
-4.20084 , 0.516002 , 0.0468684 , 0.0235015 , 0.524618 , -0.524619 , 20.3455 , 19.496 , 2.59222 , 2.575 , 0.0235015 , 
-4.19734 , 0.514804 , 0.0463723 , 0.0244436 , 0.524609 , -0.52461 , 20.4127 , 19.5627 , 2.59672 , 2.57956 , 0.0244436 , 
-4.19384 , 0.513618 , 0.0458491 , 0.0253664 , 0.5246 , -0.524601 , 20.4801 , 19.6297 , 2.60123 , 2.58413 , 0.0253664 , 
-4.19034 , 0.512444 , 0.045299 , 0.0262693 , 0.524592 , -0.524593 , 20.5478 , 19.6969 , 2.60575 , 2.5887 , 0.0262693 , 
-4.18684 , 0.511282 , 0.0447224 , 0.0271517 , 0.524583 , -0.524584 , 20.6157 , 19.7644 , 2.61027 , 2.59328 , 0.0271517 , 
-4.18334 , 0.510134 , 0.0441197 , 0.0280129 , 0.524574 , -0.524575 , 20.6838 , 19.8321 , 2.6148 , 2.59788 , 0.0280129 , 
-4.17984 , 0.509 , 0.0434913 , 0.0288525 , 0.524565 , -0.524567 , 20.7522 , 19.9 , 2.61934 , 2.60247 , 0.0288525 , 
-4.17634 , 0.50788 , 0.0428377 , 0.0296697 , 0.524557 , -0.524558 , 20.8208 , 19.9682 , 2.62389 , 2.60708 , 0.0296697 , 
-4.17283 , 0.506776 , 0.0421591 , 0.030464 , 0.524548 , -0.52455 , 20.8897 , 20.0366 , 2.62845 , 2.6117 , 0.030464 , 
